sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
274080,no_creature_sound_data_attack_mapping,,,,,,10,4543694|4543696|4543698|4543700|4543702|4543704|4543706|4543708|4543710|4543712,10.0_magic_storm_impact_electrifiedthunderhardattacksmall_01|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_02|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_03|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_04|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_05|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_06|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_07|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_08|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_09|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_10
274158,no_creature_sound_data_attack_mapping,,,,,,5,601766|601772|601778|601784|601787,netherdragonattackd|netherdragonattackb|netherdragonattackc|netherdragonattacke|netherdragonattacka
274159,no_creature_sound_data_attack_mapping,,,,,,5,549361|549362|549363|549365|549368,frostwyrmattacka|frostwyrmattackb|frostwyrmattackc|frostwyrmattackd|frostwyrmattacke
274321,no_creature_sound_data_attack_mapping,,,,,,10,563335|563336|563340|563345|563346|563347|563350|563351|563356|563358,valkierattack7|valkierattack9|valkierattack3|valkierattack10|valkierattack1|valkierattack2|valkierattack8|valkierattack6|valkierattack5|valkierattack4
274326,no_creature_sound_data_attack_mapping,,,,,,10,563335|563336|563340|563345|563346|563347|563350|563351|563356|563358,valkierattack7|valkierattack9|valkierattack3|valkierattack10|valkierattack1|valkierattack2|valkierattack8|valkierattack6|valkierattack5|valkierattack4
274327,no_creature_sound_data_attack_mapping,,,,,,10,563335|563336|563340|563345|563346|563347|563350|563351|563356|563358,valkierattack7|valkierattack9|valkierattack3|valkierattack10|valkierattack1|valkierattack2|valkierattack8|valkierattack6|valkierattack5|valkierattack4
274328,no_creature_sound_data_attack_mapping,,,,,,10,563335|563336|563340|563345|563346|563347|563350|563351|563356|563358,valkierattack7|valkierattack9|valkierattack3|valkierattack10|valkierattack1|valkierattack2|valkierattack8|valkierattack6|valkierattack5|valkierattack4
274420,no_creature_model_data_for_creature_sound_data,attack,9247,,,,10,560116|560117|560128|560132|560133|560142|560143|560150|560152|560155,mon_shalespider_attack_03|mon_shalespider_attack_06|mon_shalespider_attack_08|mon_shalespider_attack_01|mon_shalespider_attack_04|mon_shalespider_attack_02|mon_shalespider_attack_05|mon_shalespider_attack_07|mon_shalespider_attack_09|mon_shalespider_attack_10
274460,no_creature_sound_data_attack_mapping,,,,,,4,1954678|1954680|1954681|1954682,mon_azeritewarmachinecannon_attack_01|mon_azeritewarmachinecannon_attack_02|mon_azeritewarmachinecannon_attack_03|mon_azeritewarmachinecannon_attack_04
274649,no_creature_sound_data_attack_mapping,,,,,,3,567919|567924|567928,unarmedattacksmalla|unarmedattacksmallc|unarmedattacksmallb
274770,no_creature_sound_data_attack_mapping,,,,,,8,4543656|4543658|4543660|4543662|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
274830,no_creature_sound_data_attack_mapping,,,,,,3,567919|567924|567928,unarmedattacksmalla|unarmedattacksmallc|unarmedattacksmallb
274904,no_creature_sound_data_attack_mapping,,,,,,15,630366|630368|630370|630372|630374|630376|630378|630380|630382|630384|630386|630388|630390|630392|630394,mon_pandarenyeti_attack01|mon_pandarenyeti_attack02|mon_pandarenyeti_attack03|mon_pandarenyeti_attack04|mon_pandarenyeti_attack05|mon_pandarenyeti_attack06|mon_pandarenyeti_attack07|mon_pandarenyeti_attack08|mon_pandarenyeti_attack09|mon_pandarenyeti_attack10|mon_pandarenyeti_attackcrit01|mon_pandarenyeti_attackcrit02|mon_pandarenyeti_attackcrit03|mon_pandarenyeti_attackcrit04|mon_pandarenyeti_attackcrit05
274909,no_creature_sound_data_attack_mapping,,,,,,3,564750|564751|564755,mwyvernattackb|mwyvernattackc|mwyvernattacka
274930,no_creature_sound_data_attack_mapping,,,,,,7,612012|612014|612016|612018|612020|612022|612024,mon_pandarenserpent_attack_01|mon_pandarenserpent_attack_02|mon_pandarenserpent_attack_03|mon_pandarenserpent_attack_04|mon_pandarenserpent_attack_05|mon_pandarenserpent_attack_06|mon_pandarenserpent_attack_07
275007,no_creature_model_data_for_creature_sound_data,attack,9259,,,,7,624863|624865|624867|624871|624873|624875|624877,vo_tes_fear_attacks_01|vo_tes_fear_attacks_02|vo_tes_fear_attacks_03|vo_tes_fear_attacks_05|vo_tes_fear_attacks_06|vo_tes_fear_attacks_07|vo_tes_fear_attacks_08
275012,no_creature_sound_data_attack_mapping,,,,,,10,617049|617051|617053|617055|617057|617059|617061|617063|617065|617067,mon_sha_small_attack_01|mon_sha_small_attack_02|mon_sha_small_attack_03|mon_sha_small_attack_04|mon_sha_small_attack_05|mon_sha_small_attack_06|mon_sha_small_attack_07|mon_sha_small_attack_08|mon_sha_small_attack_09|mon_sha_small_attack_10
275174,no_creature_sound_data_attack_mapping,,,,,,10,4543694|4543696|4543698|4543700|4543702|4543704|4543706|4543708|4543710|4543712,10.0_magic_storm_impact_electrifiedthunderhardattacksmall_01|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_02|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_03|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_04|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_05|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_06|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_07|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_08|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_09|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_10
275183,no_creature_sound_data_attack_mapping,,,,,,10,4543694|4543696|4543698|4543700|4543702|4543704|4543706|4543708|4543710|4543712,10.0_magic_storm_impact_electrifiedthunderhardattacksmall_01|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_02|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_03|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_04|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_05|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_06|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_07|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_08|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_09|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_10
275199,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
275287,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
275301,no_creature_sound_data_attack_mapping,,,,,,10,551957|551964|551965|551969|551972|551980|551982|551986|551991|552006,hobgoblin_attack_02|hobgoblin_attack_08|hobgoblin_attack_10|hobgoblin_attack_09|hobgoblin_attack_06|hobgoblin_attack_04|hobgoblin_attack_03|hobgoblin_attack_07|hobgoblin_attack_05|hobgoblin_attack_01
275302,no_creature_sound_data_attack_mapping,,,,,,7,551975|551976|551978|551979|551998|552000|552003,hobgoblin_attackcrit_02|hobgoblin_attackcrit_06|hobgoblin_attackcrit_05|hobgoblin_attackcrit_01|hobgoblin_attackcrit_03|hobgoblin_attackcrit_07|hobgoblin_attackcrit_04
275309,no_creature_sound_data_attack_mapping,,,,,,4,1954678|1954680|1954681|1954682,mon_azeritewarmachinecannon_attack_01|mon_azeritewarmachinecannon_attack_02|mon_azeritewarmachinecannon_attack_03|mon_azeritewarmachinecannon_attack_04
275387,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
275397,no_creature_sound_data_attack_mapping,,,,,,10,4543538|4543541|4543546|4543551|4543555|4543559|4543563|4543566|4543570|4543576,10.0_magic_storm_impact_electrifiedthunderhardattacklarge_01|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_02|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_03|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_04|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_05|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_06|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_07|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_08|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_09|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_10
275402,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
275474,no_creature_sound_data_attack_mapping,,,,,,7,1989403|1989404|1989405|1989406|1989407|1989408|1989409,mon_shark_v2_attack_01|mon_shark_v2_attack_02|mon_shark_v2_attack_03|mon_shark_v2_attack_04|mon_shark_v2_attack_05|mon_shark_v2_attack_06|mon_shark_v2_attack_07
275475,no_creature_sound_data_attack_mapping,,,,,,8,5857972|5857974|5857976|5857978|5857980|5857982|5857984|5857986,shark2_attack_5857972|shark2_attack_5857974|shark2_attack_5857976|shark2_attack_5857978|shark2_attack_5857980|shark2_attack_5857982|shark2_attack_5857984|shark2_attack_5857986
275753,no_creature_sound_data_attack_mapping,,,,,,10,551957|551964|551965|551969|551972|551980|551982|551986|551991|552006,hobgoblin_attack_02|hobgoblin_attack_08|hobgoblin_attack_10|hobgoblin_attack_09|hobgoblin_attack_06|hobgoblin_attack_04|hobgoblin_attack_03|hobgoblin_attack_07|hobgoblin_attack_05|hobgoblin_attack_01
275784,no_creature_sound_data_attack_mapping,,,,,,4,5143234|5143236|5143238|5143240,attack_impact_oneshot_5143234|attack_impact_oneshot_5143236|attack_impact_oneshot_5143238|attack_impact_oneshot_5143240
275815,no_creature_sound_data_attack_mapping,,,,,,7,551975|551976|551978|551979|551998|552000|552003,hobgoblin_attackcrit_02|hobgoblin_attackcrit_06|hobgoblin_attackcrit_05|hobgoblin_attackcrit_01|hobgoblin_attackcrit_03|hobgoblin_attackcrit_07|hobgoblin_attackcrit_04
275852,no_creature_sound_data_attack_mapping,,,,,,4,5143234|5143236|5143238|5143240,attack_impact_oneshot_5143234|attack_impact_oneshot_5143236|attack_impact_oneshot_5143238|attack_impact_oneshot_5143240
275902,no_creature_sound_data_attack_mapping,,,,,,4,5143234|5143236|5143238|5143240,attack_impact_oneshot_5143234|attack_impact_oneshot_5143236|attack_impact_oneshot_5143238|attack_impact_oneshot_5143240
275925,no_creature_sound_data_attack_mapping,,,,,,17,551106|551108|551111|551113|551120|551124|551130|551131|551133|551135|551141|551147|551149|551150|551155|551156|551160,greaterslime_attackcrit_07|greaterslime_attackcrit_06|greaterslime_attack_02|greaterslime_attack_08|greaterslime_attack_07|greaterslime_attack_05|greaterslime_attackcrit_04|greaterslime_attackcrit_08|greaterslime_attack_01|greaterslime_attack_09|greaterslime_attack_06|greaterslime_attack_04|greaterslime_attackcrit_01|greaterslime_attackcrit_05|greaterslime_attack_03|greaterslime_attackcrit_03|greaterslime_attackcrit_02
275953,no_creature_sound_data_attack_mapping,,,,,,17,551106|551108|551111|551113|551120|551124|551130|551131|551133|551135|551141|551147|551149|551150|551155|551156|551160,greaterslime_attackcrit_07|greaterslime_attackcrit_06|greaterslime_attack_02|greaterslime_attack_08|greaterslime_attack_07|greaterslime_attack_05|greaterslime_attackcrit_04|greaterslime_attackcrit_08|greaterslime_attack_01|greaterslime_attack_09|greaterslime_attack_06|greaterslime_attack_04|greaterslime_attackcrit_01|greaterslime_attackcrit_05|greaterslime_attack_03|greaterslime_attackcrit_03|greaterslime_attackcrit_02
275975,no_creature_sound_data_attack_mapping,,,,,,5,2904003|2904006|2904008|2904009|2904011,mon_mechagonreaver_attack_01|mon_mechagonreaver_attack_03|mon_mechagonreaver_attack_05|mon_mechagonreaver_attack_06|mon_mechagonreaver_attack_08
275980,no_creature_sound_data_attack_mapping,,,,,,3,548058|548059|548063,melementalearthattackc|melementalearthattacka|melementalearthattackb
275999,no_creature_sound_data_attack_mapping,,,,,,17,551106|551108|551111|551113|551120|551124|551130|551131|551133|551135|551141|551147|551149|551150|551155|551156|551160,greaterslime_attackcrit_07|greaterslime_attackcrit_06|greaterslime_attack_02|greaterslime_attack_08|greaterslime_attack_07|greaterslime_attack_05|greaterslime_attackcrit_04|greaterslime_attackcrit_08|greaterslime_attack_01|greaterslime_attack_09|greaterslime_attack_06|greaterslime_attack_04|greaterslime_attackcrit_01|greaterslime_attackcrit_05|greaterslime_attack_03|greaterslime_attackcrit_03|greaterslime_attackcrit_02
276131,no_creature_sound_data_attack_mapping,,,,,,10,559056|559062|559066|559067|559068|559071|559072|559074|559075|559077,revenantearthattack9|revenantearthattack2|revenantearthattack7|revenantearthattack5|revenantearthattack10|revenantearthattack3|revenantearthattack4|revenantearthattack6|revenantearthattack1|revenantearthattack8
276133,no_creature_sound_data_attack_mapping,,,,,,10,1034569|1034570|1034571|1034572|1034573|1034574|1034575|1034576|1034577|1034578,mon_fireelementaldraenor_attack_01|mon_fireelementaldraenor_attack_02|mon_fireelementaldraenor_attack_03|mon_fireelementaldraenor_attack_04|mon_fireelementaldraenor_attack_05|mon_fireelementaldraenor_attack_06|mon_fireelementaldraenor_attack_07|mon_fireelementaldraenor_attack_08|mon_fireelementaldraenor_attack_09|mon_fireelementaldraenor_attack_010
276143,no_creature_sound_data_attack_mapping,,,,,,10,559056|559062|559066|559067|559068|559071|559072|559074|559075|559077,revenantearthattack9|revenantearthattack2|revenantearthattack7|revenantearthattack5|revenantearthattack10|revenantearthattack3|revenantearthattack4|revenantearthattack6|revenantearthattack1|revenantearthattack8
276220,no_creature_sound_data_attack_mapping,,,,,,1,551957,hobgoblin_attack_02
276228,no_creature_sound_data_attack_mapping,,,,,,4,5143234|5143236|5143238|5143240,attack_impact_oneshot_5143234|attack_impact_oneshot_5143236|attack_impact_oneshot_5143238|attack_impact_oneshot_5143240
276329,no_creature_sound_data_attack_mapping,,,,,,10,4543694|4543696|4543698|4543700|4543702|4543704|4543706|4543708|4543710|4543712,10.0_magic_storm_impact_electrifiedthunderhardattacksmall_01|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_02|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_03|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_04|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_05|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_06|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_07|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_08|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_09|10.0_magic_storm_impact_electrifiedthunderhardattacksmall_10
276389,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
276390,no_creature_sound_data_attack_mapping,,,,,,10,4543654|4543656|4543658|4543660|4543662|4543664|4543666|4543668|4543670|4543672,10.0_magic_storm_impact_electrifiedthunderhardattackmedium_01|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_02|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_03|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_04|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_05|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_06|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_07|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_08|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_09|10.0_magic_storm_impact_electrifiedthunderhardattackmedium_10
276420,no_creature_sound_data_attack_mapping,,,,,,3,5143234|5143236|5143238,attack_impact_oneshot_5143234|attack_impact_oneshot_5143236|attack_impact_oneshot_5143238
276481,no_creature_sound_data_attack_mapping,,,,,,14,1843349|1843350|1843351|1843352|1843353|1843354|1843355|1843356|1843357|1843358|1843359|1843360|1843361|1843362,mon_hyena_v2_attack01|mon_hyena_v2_attack02|mon_hyena_v2_attack03|mon_hyena_v2_attack04|mon_hyena_v2_attack05|mon_hyena_v2_attack06|mon_hyena_v2_attack07|mon_hyena_v2_attack08|mon_hyena_v2_attack09|mon_hyena_v2_attack10|mon_hyena_v2_attackcrit01|mon_hyena_v2_attackcrit02|mon_hyena_v2_attackcrit03|mon_hyena_v2_attackcrit04
276960,no_creature_sound_data_attack_mapping,,,,,,15,640026|640028|640030|640032|640034|640036|640038|640040|640042|640044|640046|640048|640050|640052|640054,mon_mantid_tank_large_attackcrit_01|mon_mantid_tank_large_attackcrit_02|mon_mantid_tank_large_attackcrit_03|mon_mantid_tank_large_attackcrit_04|mon_mantid_tank_large_attackcrit_05|mon_mantid_tank_large_attack_01|mon_mantid_tank_large_attack_02|mon_mantid_tank_large_attack_03|mon_mantid_tank_large_attack_04|mon_mantid_tank_large_attack_05|mon_mantid_tank_large_attack_06|mon_mantid_tank_large_attack_07|mon_mantid_tank_large_attack_08|mon_mantid_tank_large_attack_09|mon_mantid_tank_large_attack_10
